Author Surname   ,Author Forename     ,Order ,Book Title                                                                  ,Genre                 ,read|tone@example.com ,read|simon@example.com ,rating|tone@example.com ,rating|simon@example.com ,Edition                         ,Co Author
Le Guin          ,Ursula              ,      ,The Hainish Cycle | The Word for World is Forest                            ,Fantasy               ,Y                     ,N                      ,                      9 ,                         ,SF Master Works | gifted        ,
Lee              ,Harper              ,      ,To Kill a Mockingbird                                                       ,Coming-of-Age Fiction ,Y                     ,N                      ,                      9 ,                         ,Paperback                       ,
Leyton           ,Elliott             ,      ,Sole Survivor                                                               ,Thriller              ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Lore             ,Pittacus            ,1     ,The Lorien Legacies | I Am Number Four                                      ,Sci-fi                ,Y                     ,N                      ,                        ,                         ,Paperback                       ,
Lore             ,Pittacus            ,2     ,The Lorien Legacies | The Power of Six                                      ,Sci-fi                ,Y                     ,N                      ,                        ,                         ,Hardback                        ,
Lore             ,Pittacus            ,3     ,The Lorien Legacies | The Rise of Nine                                      ,Sci-fi                ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Lovecraft        ,H. P.               ,      ,The Complete Fiction                                                        ,Anthology             ,P                     ,N                      ,                        ,                         ,Hardback Leatherbound           ,
Mackesy          ,Charlie             ,      ,"The Boy, The Mole, The Fox and the Horse"                                  ,Comic / Graphic Novel ,Y                     ,Y                      ,                      8 ,                     9   ,Hardback                        ,
Mandanna         ,Sarita              ,      ,Tiger Hills                                                                 ,Romance               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Marion           ,Isaac               ,      ,Warm Bodies                                                                 ,Humour                ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Marsden          ,Richard             ,      ,The Cambridge Old English Reader                                            ,Reference             ,Y                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,George R. R.        ,1     ,A Song of Ice and Fire | A Game of Thrones                                  ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,George R. R.        ,2     ,A Song of Ice and Fire | A Clash of Kings                                   ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,George R. R.        ,3     ,A Song of Ice and Fire | A Storm of Swords 1: Steel and Snow                ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,George R. R.        ,4     ,A Song of Ice and Fire | A Storm of Swords 2: Blood and Gold                ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,George R. R.        ,5     ,A Song of Ice and Fire | A Feast for Crows                                  ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,George R. R.        ,6     ,A Song of Ice and Fire | A Dance with Dragons 1: Dreams and Dust            ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,George R. R.        ,7     ,A Song of Ice and Fire | A Dance with Dragons 2: After the Feast            ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Martin           ,Valerie             ,      ,Sea Lovers                                                                  ,Humour                ,N                     ,N                      ,                        ,                         ,Paperback                       ,
McCall Smith     ,Alexander           ,      ,A Conspiracy of Friends                                                     ,Humour                ,N                     ,N                      ,                        ,                         ,Paperback                       ,
McCandless       ,David               ,      ,Information is Beautiful                                                    ,Non-Fiction           ,N                     ,Y                      ,                        ,                     5   ,Hardback                        ,
McCarthy         ,Tom                 ,      ,C                                                                           ,Historical Fiction    ,N                     ,N                      ,                        ,                         ,Paperback                       ,
McElroy          ,Family              ,1     ,The Adventure Zone 1 | Here There Be Goblins                                ,Comic / Graphic Novel ,N                     ,Y                      ,                        ,                     7   ,Paperback                       ,Carey Peitsch
McElroy          ,Family              ,2     ,The Adventure Zone 2 | Murder on the Rockport Limited                       ,Comic / Graphic Novel ,N                     ,P                      ,                        ,                         ,Paperback                       ,Carey Peitsch
McElroy          ,Family              ,3     ,The Adventure Zone 3 | Petals to the Metal                                  ,Comic / Graphic Novel ,N                     ,N                      ,                        ,                         ,Hardback                        ,Carey Peitsch
McElroy          ,Family              ,4     ,The Adventure Zone 4 | The Crystal Kingdom                                  ,Comic / Graphic Novel ,N                     ,N                      ,                        ,                         ,Hardback                        ,Carey Peitsch
Meyer            ,Stephenie           ,1     ,Twilight | Twilight                                                         ,YA Fiction            ,Y                     ,N                      ,                      3 ,                         ,Paperback                       ,
Meyer            ,Stephenie           ,2     ,Twilight | Eclipse                                                          ,YA Fiction            ,Y                     ,N                      ,                      3 ,                         ,Paperback                       ,
Meyer            ,Stephenie           ,3     ,Twilight | New Moon                                                         ,YA Fiction            ,Y                     ,N                      ,                      3 ,                         ,Paperback                       ,
Meyer            ,Stephenie           ,4     ,Twilight | Breaking Dawn                                                    ,YA Fiction            ,Y                     ,N                      ,                      3 ,                         ,Hardback                        ,
Meyer            ,Stephenie           ,5     ,Twilight | The Short Second Life of Bree Tanner                             ,YA Fiction            ,Y                     ,N                      ,                      2 ,                         ,Hardback                        ,
Midal            ,Fabrice             ,      ,C'est La Vie : The French Art of Letting Go                                 ,Self Help             ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Miller           ,A. D.               ,      ,Snowdrops                                                                   ,Psychological Fiction ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Mills            ,David               ,      ,A Dictionary of British Place Names                                         ,Dictionary            ,Y                     ,N                      ,                      8 ,                         ,Paperback                       ,
Milton           ,John                ,      ,Paradise Lost                                                               ,Poetry                ,N                     ,N                      ,                        ,                         ,Paperback Oxford Classic        ,
Mitchell         ,David               ,1     ,Cloud Atlas                                                                 ,Sci-fi                ,N                     ,Y                      ,                        ,                     7   ,Paperback                       ,
Mitchell         ,David               ,      ,The Bone Clocks                                                             ,Fiction               ,N                     ,N                      ,                        ,                         ,Paperback 2nd hand              ,
Mitchell         ,David               ,2     ,The Thousand Autumns of Jacob De Zoet                                       ,Historical Fiction    ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Mitchell         ,David               ,3     ,Dishonesty is the Second-Best Policy                                        ,Humour                ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Mitchell         ,David               ,4     ,Thinking About It Only Makes It Worse                                       ,Non-Fiction           ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Moore            ,Alan                ,      ,Watchmen                                                                    ,Comic / Graphic Novel ,N                     ,Y                      ,                        ,                     8   ,Hardback                        ,Dave Gibbons
More             ,Thomas              ,      ,Utopia                                                                      ,Satire                ,Y                     ,P                      ,                      7 ,                         ,Paperback                       ,
Morgenstern      ,Erin                ,      ,The Night Circus                                                            ,Fantasy               ,Y                     ,Y                      ,                      9 ,                     8   ,Hardback                        ,
Morpurgo         ,Michael             ,      ,Farm Boy                                                                    ,Fiction               ,?                     ,N                      ,                        ,                         ,Paperback                       ,
Morpurgo         ,Michael             ,      ,From Hereabout Hills                                                        ,Anthology             ,?                     ,N                      ,                        ,                         ,Paperback                       ,
Morpurgo         ,Michael             ,      ,Private Peaceful                                                            ,Fiction               ,?                     ,N                      ,                        ,                         ,Paperback                       ,
Morpurgo         ,Michael             ,      ,The Amazing Story of Adolphus Tips                                          ,Fiction               ,?                     ,N                      ,                        ,                         ,Paperback                       ,
Morpurgo         ,Michael             ,      ,The Nine Lives of Montezuma                                                 ,Fiction               ,Y                     ,N                      ,                      8 ,                         ,Paperback                       ,
Morpurgo         ,Michael             ,      ,War Horse                                                                   ,Fiction               ,Y                     ,N                      ,                        ,                         ,Paperback                       ,
Morris           ,Jan                 ,      ,A House Somewhere: Tales of Life Abroad                                     ,Travel                ,Y                     ,N                      ,                        ,                         ,Paperback                       ,Isabel Allende
Mundi            ,Anima               ,      ,Animation Now!                                                              ,Art                   ,N                     ,Y                      ,                        ,                     5   ,Hardback                        ,
Murakami         ,Haruki              ,      ,Dance Dance Dance                                                           ,Fiction               ,N                     ,Y                      ,                        ,                     6.5 ,Paperback                       ,
Nagoski          ,Emily               ,      ,Come As You Are                                                             ,Science               ,P                     ,N                      ,                        ,                         ,Paperback                       ,
Natsukawa        ,Sosuke              ,      ,The Cat Who Saved Books                                                     ,Fantasy               ,Y                     ,Y                      ,                      5 ,                     8   ,Hardback                        ,Louise Heal Kawai
Nix              ,Garth               ,a1    ,The Abhorsen Chronicles | Sabriel                                           ,Fantasy               ,Y                     ,Y                      ,                      8 ,                     6   ,Paperback                       ,
Nix              ,Garth               ,a2    ,The Abhorsen Chronicles | Lirael                                            ,Fantasy               ,Y                     ,Y                      ,                      8 ,                     7   ,Paperback                       ,
Nix              ,Garth               ,a3    ,The Abhorsen Chronicles | Abhorsen                                          ,Fantasy               ,Y                     ,Y                      ,                      8 ,                     7   ,Paperback                       ,
Nix              ,Garth               ,s1    ,The Seventh Tower | The Fall                                                ,Fantasy               ,Y                     ,N                      ,                      3 ,                         ,Paperback                       ,
Nix              ,Garth               ,s2    ,The Seventh Tower | Castle                                                  ,Fantasy               ,Y                     ,N                      ,                      3 ,                         ,Paperback                       ,
Nix              ,Garth               ,s3    ,The Seventh Tower | Aenir                                                   ,Fantasy               ,Y                     ,N                      ,                      3 ,                         ,Paperback                       ,
Nix              ,Garth               ,s4    ,The Seventh Tower | Above the Veil                                          ,Fantasy               ,Y                     ,N                      ,                      3 ,                         ,Paperback                       ,
Nix              ,Garth               ,s5    ,The Seventh Tower | Into Battle                                             ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Nix              ,Garth               ,s6    ,The Seventh Tower | The Violet Keystone                                     ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Nix              ,Garth               ,      ,Across the Wall: A Tale of the Abhorsen and Other Stories                   ,Anthology             ,Y                     ,N                      ,                      7 ,                         ,Paperback                       ,
Nix              ,Garth               ,      ,The Creature in the Case                                                    ,Fantasy               ,N                     ,Y                      ,                        ,                     6   ,Paperback                       ,
Nix              ,Garth               ,      ,The Ragwitch                                                                ,Fantasy               ,Y                     ,N                      ,                      5 ,                         ,Paperback                       ,
Norton           ,Mary                ,      ,The Borrowers                                                               ,Fiction               ,Y                     ,P                      ,                      6 ,                         ,Paperback                       ,
Orwell           ,Geroge              ,      ,1984                                                                        ,Fiction               ,Y                     ,P                      ,                      9 ,                         ,Hardback Clothbound             ,
Oswald           ,Alice               ,      ,Dart                                                                        ,Poetry                ,Y                     ,N                      ,                      3 ,                         ,Hardback                        ,
Owens            ,Delia               ,      ,Where the Crawdads Sing                                                     ,Historical Fiction    ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Padilla Sanz     ,Neumann             ,      ,"Borderlands Origins ""Lilith"""                                            ,Comic / Graphic Novel ,Y                     ,N                      ,                        ,                         ,Paperback                       ,
Paolini          ,Christopher         ,      ,Eragon                                                                      ,YA Dystopia           ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Peake            ,Mervyn              ,      ,The Gormenghast Trilogy                                                     ,Fantasy               ,N                     ,Y                      ,                        ,                     8   ,Paperback                       ,
Perry            ,Sarah               ,      ,The Essex Serpent                                                           ,Fiction               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Pitcher          ,Annabel             ,      ,Ketchup Clouds                                                              ,YA Fiction            ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Pitcher          ,Annabel             ,      ,My Sister Lives on the Mantelpiece                                          ,Fiction               ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Plath            ,Sylvia              ,      ,The Bell Jar                                                                ,Non-Fiction           ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Poe              ,Edgar Allen         ,      ,The Collected Works of Edgar Allen Poe                                      ,Anthology             ,N                     ,N                      ,                        ,                         ,Hardback Clothbound             ,
Porter           ,Max                 ,      ,Lanny                                                                       ,Fiction               ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Potter           ,Beatrix             ,1     ,The Peter Rabbit Library | The Tale of Peter Rabbit                         ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,2     ,The Peter Rabbit Library | The Tale of the Squirrel Nutkin                  ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,3     ,The Peter Rabbit Library | The Tailer of Gloucester                         ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,4     ,The Peter Rabbit Library | The Tale of Benjamin Bunny                       ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,5     ,The Peter Rabbit Library | The Tale of Two Bad Mice                         ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,6     ,The Peter Rabbit Library | The Tale of Mrs Tiggy-Winkle                     ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,7     ,The Peter Rabbit Library | The Tale of Mr Jeremy Fisher                     ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,8     ,The Peter Rabbit Library | The Tale of Tom Kitten                           ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,9     ,The Peter Rabbit Library | The Tale of Jemima Puddle-Duck                   ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Beatrix             ,10    ,The Peter Rabbit Library | The Tale of the Flopsy Bunnies                   ,Children's            ,N                     ,N                      ,                        ,                         ,Hardback Boxset                 ,
Potter           ,Matt                ,      ,Outlaws Inc.                                                                ,Thriller              ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,1     ,"Discworld | The Color of Magic"                                            ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,2     ,"Discworld | The Light Fantastic"                                           ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,3     ,"Discworld | Equal Rites"                                                  ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,5     ,"Discworld | Sourcery"                                                      ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,8     ,"Discworld | Guards! Guards!"                                               ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,9     ,"Discworld | Eric"                                                          ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,10    ,Discworld | Moving Pictures                                                 ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,15    ,"Discworld | Men at Arms"                                                   ,Fantasy               ,N                     ,Y                      ,                        ,                     8   ,Paperback                       ,
Pratchett        ,Terry               ,20    ,"Discworld | Hogfather"                                                     ,Fantasy               ,Y                     ,Y                      ,                      8 ,                     9   ,Hardback Fancy                  ,
Pratchett        ,Terry               ,22    ,"Discworld | The Last Continent"                                            ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,24    ,"Discworld | The Fifth Elephant"                                            ,Fantasy               ,N                     ,Y                      ,                        ,                     8   ,Paperback                       ,
Pratchett        ,Terry               ,26    ,"Discworld | Thief of Time"                                                 ,Fantasy               ,Y                     ,Y                      ,                      8 ,                     9   ,Hardback Fancy                  ,
Pratchett        ,Terry               ,31    ,Discworld | Monstrous Regiment                                              ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,33    ,"Discworld | Going Postal"                                                  ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,37    ,"Discworld | Unseen Academicals"                                            ,Fantasy               ,N                     ,Y                      ,                        ,                         ,Paperback                       ,
Pratchett        ,Terry               ,      ,Good Omens                                                                  ,Humour                ,N                     ,Y                      ,                        ,                     8   ,Paperback                       ,Neil Gaiman
Pratchett        ,Terry               ,      ,Science of Discworld 4 | Judgement Day                                      ,Fantasy               ,N                     ,P                      ,                        ,                         ,Hardback                        ,"Ian Stewart, Jack Cohen"
Priestley        ,J. B.               ,      ,An Inspector Calls                                                          ,Play                  ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Pullman          ,Philip              ,      ,His Dark Materials Trilogy                                                  ,Fantasy               ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Pullman          ,Philip              ,      ,Northern Lights                                                             ,Fantasy               ,N                     ,N                      ,                        ,                         ,Paperback 2nd hand              ,
Reeve            ,Philip              ,1     ,Mortal Engines Quartet | Mortal Engines                                     ,YA Dystopia           ,Y                     ,Y                      ,                      6 ,                     7   ,Paperback                       ,
Reeve            ,Philip              ,2     ,Mortal Engines Quartet | Predator's Gold                                    ,YA Dystopia           ,Y                     ,N                      ,                      6 ,                         ,Paperback                       ,
Reeve            ,Philip              ,2     ,Mortal Engines Quartet | Predator's Gold                                    ,YA Dystopia           ,Y                     ,N                      ,                      6 ,                         ,Paperback                       ,
Reeve            ,Philip              ,3     ,Mortal Engines Quartet | Infernal Devices                                   ,YA Dystopia           ,Y                     ,N                      ,                      6 ,                         ,Paperback                       ,
Reeve            ,Philip              ,5     ,Mortal Engines | Scrivener's Moon                                           ,Sci-fi                ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Reeve            ,Philip              ,5     ,Mortal Engines Prequel | Fever Crumb                                        ,Sci-fi                ,N                     ,N                      ,                        ,                         ,Hardback                        ,
Reeve            ,Philip              ,4     ,Mortal Engines Quartet | A Darkling Plain                                   ,YA Dystopia           ,Y                     ,N                      ,                      6 ,                         ,Paperback                       ,
Rhys             ,Jean                ,      ,Wide Sargasso Sea                                                           ,                      ,N                     ,N                      ,                        ,                         ,Paperback                       ,
Riordan          ,Rick                ,1     ,Heroes of Olympus | The Lost Hero                                           ,YA Fiction            ,N                     ,N                      ,                        ,                         ,Paperback Set                   ,
Riordan          ,Rick                ,2     ,Heroes of Olympus | The Son of Neptune                                      ,YA Fiction            ,N                     ,N                      ,                        ,                         ,Paperback Set                   ,
Riordan          ,Rick                ,3     ,Heroes of Olympus | The Mark of Athena                                      ,YA Fiction            ,N                     ,N                      ,                        ,                         ,Paperback Set                   ,
